Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,Zip (AllAddressesCombined),eFacTS Lat DD,eFacTS Lon DD,LatDiff,Latitude,LongDiff,Longitude,Number of Records,TotalDiff
403 Aylesford Place,409 Columbia Ave,Phi Kappa Psi Fraternity,Pi Beta Phi Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.034172,-84.50066,-0.002202,38.036374,-0.002018,-84.498642,1,-0.000184
236 Lexington Ave,409 Columbia Ave,Phi Kappa Tau Fraternity,Pi Beta Phi Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.034172,-84.50066,-0.008252,38.042424,-0.003102,-84.497558,1,-0.00515
409 Columbia Ave,409 Columbia Ave,Pi Beta Phi Sorority,Pi Beta Phi Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.034172,-84.50066,-0.000002,38.034174,-0.000091,-84.500569,1,0.000089
364 Aylesford Place,409 Columbia Ave,Sigma Pi Fraternity,Pi Beta Phi Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.034172,-84.50066,-0.002424,38.036596,-0.003186,-84.497474,1,0.000762
1300 Sports Center Dr,409 Columbia Ave,Ronald McDonald House,Pi Beta Phi Sorority,,,Lexington,Lexington,,,,KY,KY,40506,40508,38.034172,-84.50066,0.010814,38.023358,0.000962,-84.501622,1,0.009852
368 Rose St,236 Lexington Ave,Alpha Omicron Pi Sorority,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,0.004095,38.038285,0.001095,-84.498575,1,0.003
109 Dantzler Dr,236 Lexington Ave,Ceres Sorority,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.04238,-84.49748,0.018939,38.023441,0.016388,-84.513868,1,0.002551
1410 Audubon Ave,236 Lexington Ave,Delta Tau Delta Fraternity,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.04238,-84.49748,0.015379,38.027001,0.014519,-84.511999,1,0.00086
1500 College Way,236 Lexington Ave,Hope Lodge (American Cancer Society),Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.04238,-84.49748,0.02004,38.02234,0.004551,-84.502031,1,0.015489
1504 College Way,236 Lexington Ave,Hope Lodge/American Cancer Society Office Building,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.04238,-84.49748,0.020351,38.022029,0.00436,-84.50184,1,0.015991
235 E Maxwell St,236 Lexington Ave,Kappa Alpha Fraternity,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,0.001638,38.040742,0.000398,-84.497878,1,0.00124
238 E Maxwell St,236 Lexington Ave,Kappa Kappa Gamma Sorority,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,0.002174,38.040206,0.000966,-84.498446,1,0.001208
1398 Sports Center Dr,236 Lexington Ave,K-Men Association,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.04238,-84.49748,0.01719,38.02519,0.004354,-84.501834,1,0.012836
403 Aylesford Place,236 Lexington Ave,Phi Kappa Psi Fraternity,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,0.006006,38.036374,0.001162,-84.498642,1,0.004844
236 Lexington Ave,236 Lexington Ave,Phi Kappa Tau Fraternity,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,-0.000044,38.042424,0.000078,-84.497558,1,-0.000122
409 Columbia Ave,236 Lexington Ave,Pi Beta Phi Sorority,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,0.008206,38.034174,0.003089,-84.500569,1,0.005117
364 Aylesford Place,236 Lexington Ave,Sigma Pi Fraternity,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.04238,-84.49748,0.005784,38.036596,-0.000006,-84.497474,1,0.00579
1300 Sports Center Dr,236 Lexington Ave,Ronald McDonald House,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,40506,40508,38.04238,-84.49748,0.019022,38.023358,0.004142,-84.501622,1,0.01488
368 Rose St,403 Aylesford Place,Alpha Omicron Pi Sorority,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,-0.001994,38.038285,0.000018,-84.498575,1,-0.002012
109 Dantzler Dr,403 Aylesford Place,Ceres Sorority,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.036291,-84.498557,0.01285,38.023441,0.015311,-84.513868,1,-0.002461
1410 Audubon Ave,403 Aylesford Place,Delta Tau Delta Fraternity,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.036291,-84.498557,0.00929,38.027001,0.013442,-84.511999,1,-0.004152
1500 College Way,403 Aylesford Place,Hope Lodge (American Cancer Society),Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.036291,-84.498557,0.013951,38.02234,0.003474,-84.502031,1,0.010477
1504 College Way,403 Aylesford Place,Hope Lodge/American Cancer Society Office Building,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.036291,-84.498557,0.014262,38.022029,0.003283,-84.50184,1,0.010979
235 E Maxwell St,403 Aylesford Place,Kappa Alpha Fraternity,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,-0.004451,38.040742,-0.000679,-84.497878,1,-0.003772
238 E Maxwell St,403 Aylesford Place,Kappa Kappa Gamma Sorority,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,-0.003915,38.040206,-0.000111,-84.498446,1,-0.003804
1398 Sports Center Dr,403 Aylesford Place,K-Men Association,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.036291,-84.498557,0.011101,38.02519,0.003277,-84.501834,1,0.007824
403 Aylesford Place,403 Aylesford Place,Phi Kappa Psi Fraternity,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,-0.000083,38.036374,0.000085,-84.498642,1,-0.000168
236 Lexington Ave,403 Aylesford Place,Phi Kappa Tau Fraternity,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,-0.006133,38.042424,-0.000999,-84.497558,1,-0.005134
409 Columbia Ave,403 Aylesford Place,Pi Beta Phi Sorority,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,0.002117,38.034174,0.002012,-84.500569,1,0.000105
364 Aylesford Place,403 Aylesford Place,Sigma Pi Fraternity,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.036291,-84.498557,-0.000305,38.036596,-0.001083,-84.497474,1,0.000778
1300 Sports Center Dr,403 Aylesford Place,Ronald McDonald House,Phi Kappa Psi Fraternity,,,Lexington,Lexington,,,,KY,KY,40506,40508,38.036291,-84.498557,0.012933,38.023358,0.003065,-84.501622,1,0.009868
368 Rose St,1398 Sports Center Dr,Alpha Omicron Pi Sorority,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.015473,38.038285,-0.003364,-84.498575,1,-0.012109
109 Dantzler Dr,1398 Sports Center Dr,Ceres Sorority,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40503,40502,38.022812,-84.501939,-0.000629,38.023441,0.011929,-84.513868,1,-0.012558
1410 Audubon Ave,1398 Sports Center Dr,Delta Tau Delta Fraternity,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40503,40502,38.022812,-84.501939,-0.004189,38.027001,0.01006,-84.511999,1,-0.014249
1500 College Way,1398 Sports Center Dr,Hope Lodge (American Cancer Society),K-Men Association,,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022812,-84.501939,0.000472,38.02234,0.000092,-84.502031,1,0.00038
1504 College Way,1398 Sports Center Dr,Hope Lodge/American Cancer Society Office Building,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022812,-84.501939,0.000783,38.022029,-0.000099,-84.50184,1,0.000882
235 E Maxwell St,1398 Sports Center Dr,Kappa Alpha Fraternity,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.01793,38.040742,-0.004061,-84.497878,1,-0.013869
238 E Maxwell St,1398 Sports Center Dr,Kappa Kappa Gamma Sorority,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.017394,38.040206,-0.003493,-84.498446,1,-0.013901
1398 Sports Center Dr,1398 Sports Center Dr,K-Men Association,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022812,-84.501939,-0.002378,38.02519,-0.000105,-84.501834,1,-0.002273
403 Aylesford Place,1398 Sports Center Dr,Phi Kappa Psi Fraternity,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.013562,38.036374,-0.003297,-84.498642,1,-0.010265
236 Lexington Ave,1398 Sports Center Dr,Phi Kappa Tau Fraternity,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.019612,38.042424,-0.004381,-84.497558,1,-0.015231
409 Columbia Ave,1398 Sports Center Dr,Pi Beta Phi Sorority,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.011362,38.034174,-0.00137,-84.500569,1,-0.009992
364 Aylesford Place,1398 Sports Center Dr,Sigma Pi Fraternity,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022812,-84.501939,-0.013784,38.036596,-0.004465,-84.497474,1,-0.009319
1300 Sports Center Dr,1398 Sports Center Dr,Ronald McDonald House,K-Men Association,,,Lexington,Lexington,,,,KY,KY,40506,40502,38.022812,-84.501939,-0.000546,38.023358,-0.000317,-84.501622,1,-0.000229
368 Rose St,238 E Maxwell St,Alpha Omicron Pi Sorority,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,0.002066,38.038285,0.000136,-84.498575,1,0.00193
109 Dantzler Dr,238 E Maxwell St,Ceres Sorority,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.040351,-84.498439,0.01691,38.023441,0.015429,-84.513868,1,0.001481
1410 Audubon Ave,238 E Maxwell St,Delta Tau Delta Fraternity,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.040351,-84.498439,0.01335,38.027001,0.01356,-84.511999,1,-0.00021
1500 College Way,238 E Maxwell St,Hope Lodge (American Cancer Society),Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.040351,-84.498439,0.018011,38.02234,0.003592,-84.502031,1,0.014419
1504 College Way,238 E Maxwell St,Hope Lodge/American Cancer Society Office Building,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.040351,-84.498439,0.018322,38.022029,0.003401,-84.50184,1,0.014921
235 E Maxwell St,238 E Maxwell St,Kappa Alpha Fraternity,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,-0.000391,38.040742,-0.000561,-84.497878,1,0.00017
238 E Maxwell St,238 E Maxwell St,Kappa Kappa Gamma Sorority,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,0.000145,38.040206,0.000007,-84.498446,1,0.000138
1398 Sports Center Dr,238 E Maxwell St,K-Men Association,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.040351,-84.498439,0.015161,38.02519,0.003395,-84.501834,1,0.011766
403 Aylesford Place,238 E Maxwell St,Phi Kappa Psi Fraternity,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,0.003977,38.036374,0.000203,-84.498642,1,0.003774
236 Lexington Ave,238 E Maxwell St,Phi Kappa Tau Fraternity,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,-0.002073,38.042424,-0.000881,-84.497558,1,-0.001192
409 Columbia Ave,238 E Maxwell St,Pi Beta Phi Sorority,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,0.006177,38.034174,0.00213,-84.500569,1,0.004047
364 Aylesford Place,238 E Maxwell St,Sigma Pi Fraternity,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040351,-84.498439,0.003755,38.036596,-0.000965,-84.497474,1,0.00472
1300 Sports Center Dr,238 E Maxwell St,Ronald McDonald House,Kappa Kappa Gamma Sorority,,,Lexington,Lexington,,,,KY,KY,40506,40508,38.040351,-84.498439,0.016993,38.023358,0.003183,-84.501622,1,0.01381
368 Rose St,235 E Maxwell St,Alpha Omicron Pi Sorority,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,0.00251,38.038285,0.000645,-84.498575,1,0.001865
109 Dantzler Dr,235 E Maxwell St,Ceres Sorority,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.040795,-84.49793,0.017354,38.023441,0.015938,-84.513868,1,0.001416
1410 Audubon Ave,235 E Maxwell St,Delta Tau Delta Fraternity,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40508,38.040795,-84.49793,0.013794,38.027001,0.014069,-84.511999,1,-0.000275
1500 College Way,235 E Maxwell St,Hope Lodge (American Cancer Society),Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.040795,-84.49793,0.018455,38.02234,0.004101,-84.502031,1,0.014354
1504 College Way,235 E Maxwell St,Hope Lodge/American Cancer Society Office Building,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.040795,-84.49793,0.018766,38.022029,0.00391,-84.50184,1,0.014856
235 E Maxwell St,235 E Maxwell St,Kappa Alpha Fraternity,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,0.000053,38.040742,-0.000052,-84.497878,1,0.000105
238 E Maxwell St,235 E Maxwell St,Kappa Kappa Gamma Sorority,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,0.000589,38.040206,0.000516,-84.498446,1,0.000073
1398 Sports Center Dr,235 E Maxwell St,K-Men Association,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40508,38.040795,-84.49793,0.015605,38.02519,0.003904,-84.501834,1,0.011701
403 Aylesford Place,235 E Maxwell St,Phi Kappa Psi Fraternity,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,0.004421,38.036374,0.000712,-84.498642,1,0.003709
236 Lexington Ave,235 E Maxwell St,Phi Kappa Tau Fraternity,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,-0.001629,38.042424,-0.000372,-84.497558,1,-0.001257
409 Columbia Ave,235 E Maxwell St,Pi Beta Phi Sorority,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,0.006621,38.034174,0.002639,-84.500569,1,0.003982
364 Aylesford Place,235 E Maxwell St,Sigma Pi Fraternity,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40508,38.040795,-84.49793,0.004199,38.036596,-0.000456,-84.497474,1,0.004655
1300 Sports Center Dr,235 E Maxwell St,Ronald McDonald House,Kappa Alpha Fraternity,,,Lexington,Lexington,,,,KY,KY,40506,40508,38.040795,-84.49793,0.017437,38.023358,0.003692,-84.501622,1,0.013745
368 Rose St,1504 College Way,Alpha Omicron Pi Sorority,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.016114,38.038285,-0.002918,-84.498575,1,-0.013196
109 Dantzler Dr,1504 College Way,Ceres Sorority,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40503,40502,38.022171,-84.501493,-0.00127,38.023441,0.012375,-84.513868,1,-0.013645
1410 Audubon Ave,1504 College Way,Delta Tau Delta Fraternity,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40503,40502,38.022171,-84.501493,-0.00483,38.027001,0.010506,-84.511999,1,-0.015336
1500 College Way,1504 College Way,Hope Lodge (American Cancer Society),Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022171,-84.501493,-0.000169,38.02234,0.000538,-84.502031,1,-0.000707
1504 College Way,1504 College Way,Hope Lodge/American Cancer Society Office Building,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022171,-84.501493,0.000142,38.022029,0.000347,-84.50184,1,-0.000205
235 E Maxwell St,1504 College Way,Kappa Alpha Fraternity,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.018571,38.040742,-0.003615,-84.497878,1,-0.014956
238 E Maxwell St,1504 College Way,Kappa Kappa Gamma Sorority,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.018035,38.040206,-0.003047,-84.498446,1,-0.014988
1398 Sports Center Dr,1504 College Way,K-Men Association,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022171,-84.501493,-0.003019,38.02519,0.000341,-84.501834,1,-0.00336
403 Aylesford Place,1504 College Way,Phi Kappa Psi Fraternity,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.014203,38.036374,-0.002851,-84.498642,1,-0.011352
236 Lexington Ave,1504 College Way,Phi Kappa Tau Fraternity,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.020253,38.042424,-0.003935,-84.497558,1,-0.016318
409 Columbia Ave,1504 College Way,Pi Beta Phi Sorority,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.012003,38.034174,-0.000924,-84.500569,1,-0.011079
364 Aylesford Place,1504 College Way,Sigma Pi Fraternity,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022171,-84.501493,-0.014425,38.036596,-0.004019,-84.497474,1,-0.010406
1300 Sports Center Dr,1504 College Way,Ronald McDonald House,Hope Lodge/American Cancer Society Office Building,,,Lexington,Lexington,,,,KY,KY,40506,40502,38.022171,-84.501493,-0.001187,38.023358,0.000129,-84.501622,1,-0.001316
368 Rose St,1500 College Way,Alpha Omicron Pi Sorority,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.015748,38.038285,-0.00275,-84.498575,1,-0.012998
109 Dantzler Dr,1500 College Way,Ceres Sorority,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40503,40502,38.022537,-84.501325,-0.000904,38.023441,0.012543,-84.513868,1,-0.013447
1410 Audubon Ave,1500 College Way,Delta Tau Delta Fraternity,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40503,40502,38.022537,-84.501325,-0.004464,38.027001,0.010674,-84.511999,1,-0.015138
1500 College Way,1500 College Way,Hope Lodge (American Cancer Society),Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022537,-84.501325,0.000197,38.02234,0.000706,-84.502031,1,-0.000509
1504 College Way,1500 College Way,Hope Lodge/American Cancer Society Office Building,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022537,-84.501325,0.000508,38.022029,0.000515,-84.50184,1,-0.000007
235 E Maxwell St,1500 College Way,Kappa Alpha Fraternity,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.018205,38.040742,-0.003447,-84.497878,1,-0.014758
238 E Maxwell St,1500 College Way,Kappa Kappa Gamma Sorority,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.017669,38.040206,-0.002879,-84.498446,1,-0.01479
1398 Sports Center Dr,1500 College Way,K-Men Association,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40502,40502,38.022537,-84.501325,-0.002653,38.02519,0.000509,-84.501834,1,-0.003162
403 Aylesford Place,1500 College Way,Phi Kappa Psi Fraternity,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.013837,38.036374,-0.002683,-84.498642,1,-0.011154
236 Lexington Ave,1500 College Way,Phi Kappa Tau Fraternity,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.019887,38.042424,-0.003767,-84.497558,1,-0.01612
409 Columbia Ave,1500 College Way,Pi Beta Phi Sorority,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.011637,38.034174,-0.000756,-84.500569,1,-0.010881
364 Aylesford Place,1500 College Way,Sigma Pi Fraternity,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40508,40502,38.022537,-84.501325,-0.014059,38.036596,-0.003851,-84.497474,1,-0.010208
1300 Sports Center Dr,1500 College Way,Ronald McDonald House,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,40506,40502,38.022537,-84.501325,-0.000821,38.023358,0.000297,-84.501622,1,-0.001118
368 Rose St,1410 Audubon Ave,Alpha Omicron Pi Sorority,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40503,38.026957,-84.512139,-0.011328,38.038285,-0.013564,-84.498575,1,0.002236
109 Dantzler Dr,1410 Audubon Ave,Ceres Sorority,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40503,38.026957,-84.512139,0.003516,38.023441,0.001729,-84.513868,1,0.001787
1410 Audubon Ave,1410 Audubon Ave,Delta Tau Delta Fraternity,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40503,40503,38.026957,-84.512139,-0.000044,38.027001,-0.00014,-84.511999,1,0.000096
1500 College Way,1410 Audubon Ave,Hope Lodge (American Cancer Society),Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40503,38.026957,-84.512139,0.004617,38.02234,-0.010108,-84.502031,1,0.014725
1504 College Way,1410 Audubon Ave,Hope Lodge/American Cancer Society Office Building,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40502,40503,38.026957,-84.512139,0.004928,38.022029,-0.010299,-84.50184,1,0.015227
235 E Maxwell St,1410 Audubon Ave,Kappa Alpha Fraternity,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40503,38.026957,-84.512139,-0.013785,38.040742,-0.014261,-84.497878,1,0.000476
238 E Maxwell St,1410 Audubon Ave,Kappa Kappa Gamma Sorority,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,40508,40503,38.026957,-84.512139,-0.013249,38.040206,-0.013693,-84.498446,1,0.000444
